Class Index,Title,Description
3,OPEC: 'Very Small' Impact from Surge," LONDON (Reuters) - OPEC producers have said they see little  impact on economic growth so far from oil's relentless price  surge, which Wednesday racked up yet another record high."
3,Taiwan Chip Giant Seeks Strong Partnerships,The head of the world #39;s largest contract chip manufacturer said Thursday it will cost an estimated \$1 billion (euro 776 million) for his company to develop the latest chip production technology.
3,"Exporters Lead Nikkei Up, Trade Slow","The Nikkei average was up 0.37 percent in mid-morning trade on Thursday as a recovery in the dollar helped auto makers among other exporters, but trade was slow as investors waited for important Japanese economic data."
3,"United, pilots tentatively agree on additional cuts","United Airlines, seeking cost cuts to help it get out of bankruptcy, has reached a tentative agreement with its pilots union, the first labor accord on additional concessions the carrier proposed last month."
3,IBM Seeks Settlement of Pension Lawsuit,A US District Court Judge ruled last year that Big Blue had violated age-discrimination laws by amending its pension plan in a way that would make older employees accrue retirement benefits at a lower rate than younger workers.
3,Mitsubishi Reports First Half Earnings,Mitsubishi Motors Corp. said Monday that its losses grew in the first half of the fiscal year as the Japanese automaker struggled to recover from an auto-defect scandal that has sent sales plunging.
3,Intel lowers quarterly forecast,"Intel Corp., the world #39;s biggest maker of semiconductors, reduced its third-quarter revenue forecast Thursday, blaming lower-than-expected demand for flash memory and PC chips."
3,Mortgage Rates Hit 6-Month Low,"Freddie Mac said Thursday that 30-year mortgages have dropped to the lowest level since April 1, providing more of a boost to the housing industry."
3,An Odyssey of Wealth Destruction,The Merriam-Webster dictionary defines odyssey as  quot;a long wandering or voyage usually marked by many changes of fortune. quot; For hospice care provider Odyssey Healthcare (Nasdaq: ODSY 
3,"U.S. Services Sector Slips, Jobs Mixed"," NEW YORK (Reuters) - Growth in the vast U.S. services  sector slowed in September, but mixed data on employment on  Tuesday focused economists' attention on upcoming payrolls data  to get a clearer sign about the outlook."
3,Monsanto Says Justice Dept Closes Inquiry (Reuters),Reuters - Monsanto Co. (MON.N) on Wednesday said\the U.S. Justice Department has closed an inquiry into\potential antitrust issues regarding a key ingredient used in\its Roundup herbicide.
3,Russian beer advertisements canned,Putin signs law restricting airtime and content in effort to curb his country #39;s alcohol intake. MOSCOW (Reuters) - A sweeping ban on beer advertising in Russia became law Tuesday in a move to curb the country #39;s 
3,Before the Bell: Krispy Kreme Down 11 Pct,"Shares of Krispy Kreme Doughnuts Inc. (KKD.N: Quote, Profile, Research) fell 11 percent before the bell on Monday after the struggling doughnut shop chain reported a quarterly net loss "
3,German welfare rallies escalate,"Eastern Germany sees more mass protests over welfare cuts, with smaller rallies in western cities."
3,Vauxhall Ellesmere Port Workers Facing Lay Offs,"LONDON, October 19 /PRNewswire/ -- Workers at the Vauxhall plant in Ellesmere Port, Merseyside are facing lay off tomorrow following strike action taken at the Bochum plant in Germany over the job losses announced there last week."
3,BHP Billiton wins 3.2 billion dollar iron ore deal with Chinese &lt;b&gt;...&lt;/b&gt;,SYDNEY : BHP Billiton said it had struck a 3.2 billion US dollar deal to supply four Chinese steel companies with iron ore over the next decade.
3,Online Search Universe Is Expanding,"To get an idea of how hot Web search is, go talk to Raul Valdes-Perez, a Carnegie Mellon University professor who is leading a search technology start-up called Vivisimo Inc."
3,US OKs Emergency Oil Loan to 4th Refinery,WASHINGTON - The Energy Department said last week it has approved another emergency oil loan to a refining company to make up for crude supplies disrupted by Hurricane Ivan.
3,U.S. to Loan Strategic Reserve Crude Oil, NEW YORK (Reuters) - Two refiners will borrow crude oil  from the national emergency reserve to replace output lost due  to Hurricane Ivan and another oil major may be next to tap the  stockpile as prices near all-time highs.
3,"No Marsh, Spitzer deal in  #39;04: WSJ","Company said settlement for bid rigging claim likely this month, but says investigation is ongoing. NEW YORK (Reuters) - Marsh  amp; McLennan Cos."
3,Canada #39;s current account surplus shrinks,"OTTAWA - Canada #39;s current account surplus showed the first drop in almost two years in the third quarter, Statistics Canada said Monday."
3,Q amp;A Dr. Jeffrey M. Drazen on drug trial results,"The editors of 11 top medical journals shook up the staid world of academic publishing this past week when they decided to stop printing results of drug trials that aren't registered in a central database. Globe biotechnology reporter Jeffrey Krasner spoke with Dr. Jeffrey M. Drazen , editor-in-chief of the New England Journal of Medicine, about how the policy should ..."
3,Tokyo Stocks Climb to a Two-Week High, TOKYO (Reuters) - Tokyo stocks climbed to a two week high  on Friday after Tokyo Electron Ltd. and other chip-related  stocks were boosted by a bullish revenue outlook from industry  leader Intel Corp.
3,Software Seeks Online Bargains,Consumers in the United States are already spending record amounts of money online. One e-commerce company has a novel way to help Net shoppers hunt for bargains this holiday season.
3,"Woolworths Has 16.6 Stake in Australian Leisure, Extends Offer","Woolworths Ltd., Australia #39;s biggest grocer, increased its stake in takeover target Australian Leisure  amp; Hospitality Group to 16."
3,SEC Leaves Google Waiting on IPO Go Ahead,"NEW YORK/WASHINGTON (Reuters) - US regulators on Tuesday did not give Google Inc. the green light it needs to price its initial public offering, extending the wait for the Web search giant #39;s eagerly anticipated market ..."
3,Analysts: IBM selling PC business makes sense,IBM is considering pulling out of the personal computer business it founded - a sign of a big change in the way companies buy computers and a shift of power in the PC industry.
3,UPDATE 1-Potlatch to sell \$457.5 mln in assets to Ainsworth,"Forest products company Potlatch Corp. (PCH.N: Quote, Profile, Research) said on Wednesday it agreed to sell certain plants and assets to Canada-based Ainsworth Lumber Co."
3,"Boeing Wins Order From Singapore, Fails to Sell 7E7 (Update1)","Boeing Co, the world #39;s second-biggest maker of commercial aircraft, won a \$3.6 billion order for 18 planes from Singapore Airlines Ltd."
3,President sees lead shrink on U of I Electronic Markets,"Iowa City, Ia. - President Bush #39;s lead in the University of Iowa-run Iowa Electronic Markets has shrunk in the past week with Democratic challenger Sen. John Kerry making a comeback among online investors, according to markets data on Friday."
3,Merck sets up Vioxx review committee,BOSTON (CBS.MW) -- Merck  amp; Co. said late Tuesday that it is establishing a committee to review its handling of the controversial withdrawal of its popular painkiller Vioxx from the market.
3,Delta Pilots Vote to Accept 32.5 Percent Pay Cut,"Pilots at Delta Air Lines overwhelmingly approved a new five-year contract today with \$1 billion in annual concessions sought by the airline, which had threatened to file for bankruptcy if the pilots did not acquiesce."
3,EU accuses Microsoft of paternalistic view,": Microsoft Corp. today said that small companies and their customers would suffer most if it is forced to remove its digital media software from Windows, while the European Union accused "
3,Sex-bias suit filed against Costco,"A Costco Wholesale assistant manager sued the warehouse-club chain yesterday in federal court, alleging the company #39;s promotion policies keep women from seeking out the top two positions at its stores. "
3,Insurance industry misdeeds widening?,"In town to testify on bid rigging and price-fixing in the insurance industry, California Insurance Commissioner John Garamendi yesterday said ongoing investigations might reveal "
3,"Ovitz Defends His Role in ABC Hiring, 'Kundun'","GEORGETOWN, Del., Oct. 28 -- Plaintiffs in a shareholder lawsuit over former Walt Disney Co. president Michael Ovitz's \$140 million severance package attempted Thursday to portray Ovitz as a dishonest bumbler who botched the hiring of a major television executive and pushed the release of a movie that angered the Chinese government, damaging Disney's business prospects in the country."
3,"By: DEBRA COTTERILL, Family and Consumers Sciences Agent Mason &lt;b&gt;...&lt;/b&gt;",Many people who have never bounced a check in their life could soon bounce their first check if they write checks to pay bills a couple of days before their paycheck is deposited into their checking account.
3,"Delta Up on Financing, Analyst Upgrades"," CHICAGO (Reuters) - Shares of Delta Air Lines Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=DAL.N target=/stocks/quickinfo/fullquote""&gt;DAL.N&lt;/A&gt;  jumped 21 percent on Tuesday, as Wall Street analysts said the  possibility of a near-term bankruptcy diminished with the  carrier securing additional financing and intensifying  concession talks with its pilots."
